id,time,qpos,qvel,qacc,ctrl
119,0.24000000000000019,[0.00059818 0.00120078],[0.00930557 0.0182584 ],[0.10281544 0.19123309],[1.10475907 0.        ]
120,0.2420000000000002,[0.00061721 0.00123807],[0.00951359 0.01864437],[0.10401254 0.19298834],[1.1184469 0.       ]
121,0.2440000000000002,[0.00063665 0.00127614],[0.009724  0.0190338],[0.10520315 0.19471417],[1.13209536 0.        ]
122,0.2460000000000002,[0.00065653 0.00131499],[0.00993677 0.01942662],[0.10638694 0.19640972],[1.14570121 0.        ]
123,0.2480000000000002,[0.00067683 0.00135464],[0.0101519  0.01982277],[0.10756356 0.19807415],[1.15926123 0.        ]
124,0.25000000000000017,[0.00069757 0.00139508],[0.01036937 0.02022218],[0.10873268 0.19970663],[1.17277216 0.        ]
125,0.25200000000000017,[0.00071875 0.00143633],[0.01058915 0.0206248 ],[0.10989396 0.20130631],[1.18623077 0.        ]
126,0.25400000000000017,[0.00074037 0.00147839],[0.01081125 0.02103054],[0.11104707 0.20287236],[1.19963383 0.        ]
127,0.25600000000000017,[0.00076244 0.00152127],[0.01103563 0.02143935],[0.11219168 0.20440395],[1.21297809 0.        ]
128,0.2580000000000002,[0.00078497 0.00156497],[0.01126229 0.02185115],[0.11332744 0.20590025],[1.2262603 0.       ]
129,0.2600000000000002,[0.00080795 0.0016095 ],[0.01149119 0.02226587],[0.11445402 0.20736044],[1.23947723 0.        ]
130,0.2620000000000002,[0.00083139 0.00165487],[0.01172234 0.02268344],[0.11557109 0.20878371],[1.25262564 0.        ]
131,0.2640000000000002,[0.0008553  0.00170108],[0.01195569 0.02310378],[0.11667832 0.21016924],[1.26570229 0.        ]
132,0.2660000000000002,[0.00087969 0.00174813],[0.01219124 0.02352681],[0.11777537 0.21151621],[1.27870393 0.        ]
133,0.2680000000000002,[0.00090455 0.00179604],[0.01242897 0.02395246],[0.11886191 0.21282384],[1.29162734 0.        ]
134,0.2700000000000002,[0.00092988 0.0018448 ],[0.01266884 0.02438064],[0.11993762 0.2140913 ],[1.30446929 0.        ]
135,0.2720000000000002,[0.0009557  0.00189442],[0.01291085 0.02481127],[0.12100215 0.21531782],[1.31722653 0.        ]
136,0.2740000000000002,[0.00098201 0.00194491],[0.01315496 0.02524428],[0.12205519 0.2165026 ],[1.32989586 0.        ]
137,0.2760000000000002,[0.00100882 0.00199627],[0.01340115 0.02567957],[0.1230964  0.21764485],[1.34247404 0.        ]
138,0.2780000000000002,[0.00103612 0.0020485 ],[0.0136494  0.02611706],[0.12412546 0.21874381],[1.35495787 0.        ]
139,0.2800000000000002,[0.00106391 0.00210162],[0.01389969 0.02655665],[0.12514204 0.2197987 ],[1.36734413 0.        ]
140,0.2820000000000002,[0.00109222 0.00215561],[0.01415198 0.02699827],[0.12614582 0.22080874],[1.37962962 0.        ]
141,0.2840000000000002,[0.00112103 0.0022105 ],[0.01440625 0.02744182],[0.12713647 0.22177319],[1.39181114 0.        ]
142,0.2860000000000002,[0.00115036 0.00226627],[0.01466248 0.0278872 ],[0.12811367 0.22269129],[1.4038855 0.       ]
143,0.2880000000000002,[0.0011802  0.00232294],[0.01492063 0.02833433],[0.1290771  0.22356229],[1.41584952 0.        ]
144,0.2900000000000002,[0.00121056 0.00238051],[0.01518068 0.0287831 ],[0.13002645 0.22438545],[1.42770002 0.        ]
145,0.2920000000000002,[0.00124144 0.00243897],[0.01544261 0.02923342],[0.13096138 0.22516005],[1.43943384 0.        ]
146,0.2940000000000002,[0.00127286 0.00249834],[0.01570637 0.02968519],[0.1318816  0.22588535],[1.45104781 0.        ]
